91.236.251.131	8118 	UA	Ukraine	elite proxy	no	yes	1 minute ago
159.224.220.63	44299	UA	Ukraine	anonymous	no	yes	1 minute ago
91.192.133.95	8080	UA	Ukraine	elite proxy	no	yes	11 minutes ago
159.224.37.181	60240	UA	Ukraine	elite proxy	no	yes	11 minutes ago
195.189.60.97	3128	UA	Ukraine	transparent	no	no	13 minutes ago
46.63.71.13	    8080	UA	Ukraine	elite proxy	no	yes	21 minutes ago
